2025-02-04 11:50:21.412 | INFO     | utils.utils_logger:<module>:43 - Logging to file: logs/project_log.log
2025-02-04 16:44:12.967 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:13.280 | INFO     | utils.utils_producer:check_kafka_service_is_ready:66 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'AQw24yRlTRWUUPd2A8Fx3A', 'controller_id': 1001}
2025-02-04 16:44:13.383 | INFO     | __main__:main:162 - Kafka producer connected to 127.0.0.1:9092
2025-02-04 16:44:13.383 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:13.690 | INFO     | utils.utils_producer:create_kafka_topic:150 - Topic 'buzzline' exists. Clearing it out...
2025-02-04 16:44:13.690 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:14.002 | ERROR    | utils.utils_producer:clear_kafka_topic:226 - Error managing retention for topic 'buzzline': list indices must be integers or slices, not ConfigResource
2025-02-04 16:44:14.002 | INFO     | __main__:main:170 - Kafka topic 'buzzline' is ready.
2025-02-04 16:44:14.002 | INFO     | __main__:main:175 - STEP 5. Generate messages continuously.
2025-02-04 16:44:14.002 | INFO     | __main__:main:178 - {'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:14.002 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:14.002 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:19.003 | INFO     | __main__:main:178 - {'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:19.003 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:19.003 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:24.003 | INFO     | __main__:main:178 - {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:24.003 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:24.003 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:29.004 | INFO     | __main__:main:178 - {'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-04 16:44:29.004 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-04 16:44:29.004 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-04 16:44:34.004 | INFO     | __main__:main:178 - {'message': 'I just loved a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:34', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:34.004 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:34', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:34.005 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:34', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:38.593 | INFO     | utils.utils_logger:<module>:43 - Logging to file: logs/project_log.log
2025-02-04 16:44:38.594 | INFO     | __main__:main:163 - Starting Consumer to run continuously.
2025-02-04 16:44:38.594 | INFO     | __main__:main:164 - Things can fail or get interrupted, so use a try block.
2025-02-04 16:44:38.594 | INFO     | __main__:main:165 - Moved .env variables into a utils config module.
2025-02-04 16:44:38.594 | INFO     | __main__:main:167 - STEP 1. Read environment variables using new config functions.
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_kafka_topic:58 - BUZZ_TOPIC: buzzline
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_kafka_consumer_group_id:72 - BUZZ_CONSUMER_GROUP_ID: buzz_group
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_message_interval_seconds_as_int:65 - MESSAGE_INTERVAL_SECONDS: 5
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_base_data_path:80 - BASE_DATA_DIR: /home/philip/nwmissouri/buzzline-05-philip/data
2025-02-04 16:44:38.595 | INFO     | utils.utils_config:get_sqlite_path:96 - SQLITE_PATH: /home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite
2025-02-04 16:44:38.595 | INFO     | __main__:main:174 - SUCCESS: Read environment variables.
2025-02-04 16:44:38.595 | INFO     | __main__:main:179 - STEP 2. Delete any prior database file for a fresh start.
2025-02-04 16:44:38.595 | INFO     | __main__:main:188 - STEP 3. Initialize a new database with an empty table.
2025-02-04 16:44:38.595 | INFO     | consumers.db_sqlite_case:init_db:48 - Calling SQLite init_db() with {db_path=}.
2025-02-04 16:44:38.595 | INFO     | consumers.db_sqlite_case:init_db:55 - SUCCESS: Got a cursor to execute SQL.
2025-02-04 16:44:38.615 | INFO     | consumers.db_sqlite_case:init_db:74 - SUCCESS: Database initialized and table ready at /home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite.
2025-02-04 16:44:38.615 | INFO     | __main__:main:195 - STEP 4. Begin consuming and storing messages.
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:96 - Called consume_messages_from_kafka() with:
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:97 -    topic='buzzline'
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:98 -    kafka_url='127.0.0.1:9092'
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:99 -    group='buzz_group'
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:100 -    sql_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:101 -    interval_secs=5
2025-02-04 16:44:38.615 | INFO     | __main__:consume_messages_from_kafka:103 - Step 1. Verify Kafka Services.
2025-02-04 16:44:38.615 | INFO     | utils.utils_config:get_zookeeper_address:44 - ZOOKEEPER_ADDRESS: 127.0.0.1:2181
2025-02-04 16:44:38.615 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:47 - Zookeeper is ready at 127.0.0.1:2181.
2025-02-04 16:44:38.615 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:38.922 | INFO     | utils.utils_producer:check_kafka_service_is_ready:66 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1001, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'AQw24yRlTRWUUPd2A8Fx3A', 'controller_id': 1001}
2025-02-04 16:44:38.922 | INFO     | __main__:consume_messages_from_kafka:110 - Step 2. Create a Kafka consumer.
2025-02-04 16:44:38.922 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:38.922 | INFO     | utils.utils_consumer:create_kafka_consumer:44 - Creating Kafka consumer. Topic='buzzline' and group ID='buzz_group'.
2025-02-04 16:44:39.005 | INFO     | __main__:main:178 - {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-04 16:44:39', 'category': 'humor', 'sentiment': 0.96, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-02-04 16:44:39.005 | INFO     | __main__:main:182 - STEP 4a Wrote message to file: {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-04 16:44:39', 'category': 'humor', 'sentiment': 0.96, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-02-04 16:44:39.005 | INFO     | __main__:main:187 - STEP 4b Sent message to Kafka topic 'buzzline': {'message': 'I just loved a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-04 16:44:39', 'category': 'humor', 'sentiment': 0.96, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-02-04 16:44:39.024 | INFO     | utils.utils_consumer:create_kafka_consumer:59 - Kafka consumer created successfully.
2025-02-04 16:44:39.024 | INFO     | __main__:consume_messages_from_kafka:121 - Step 3. Verify topic exists.
2025-02-04 16:44:39.024 | INFO     | utils.utils_config:get_kafka_broker_address:51 - KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-02-04 16:44:39.330 | INFO     | utils.utils_producer:is_topic_available:252 - Topic 'buzzline' already exists. 
2025-02-04 16:44:39.330 | INFO     | __main__:consume_messages_from_kafka:125 - Kafka topic 'buzzline' is ready.
2025-02-04 16:44:39.330 | INFO     | __main__:consume_messages_from_kafka:132 - Step 4. Process messages.
2025-02-04 16:44:39.460 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.460 | INFO     | __main__:process_message:55 -    message={'message': 'I just found game! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 11:50:22', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-04 16:44:39.460 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just found game! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 11:50:22', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-04 16:44:39.460 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.460 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found game! It was boring.', 'author': 'Eve', 'timestamp': '2025-02-04 11:50:22', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 33}
2025-02-04 16:44:39.460 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.479 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.479 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.479 | INFO     | __main__:process_message:55 -    message={'message': 'I just found a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-04 11:50:27', 'category': 'other', 'sentiment': 0.97, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:39.479 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just found a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-04 11:50:27', 'category': 'other', 'sentiment': 0.97, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:39.479 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.479 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-04 11:50:27', 'category': 'other', 'sentiment': 0.97, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-04 16:44:39.479 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.488 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.488 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.488 | INFO     | __main__:process_message:55 -    message={'message': 'I just shared a trick! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-04 11:50:32', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-04 16:44:39.488 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just shared a trick! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-04 11:50:32', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-04 16:44:39.488 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.488 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just shared a trick! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-04 11:50:32', 'category': 'other', 'sentiment': 0.46, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-04 16:44:39.488 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.496 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.496 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.497 | INFO     | __main__:process_message:55 -    message={'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:39.497 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:39.497 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.497 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just tried a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:14', 'category': 'entertainment', 'sentiment': 0.36, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-04 16:44:39.497 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.500 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.500 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.500 | INFO     | __main__:process_message:55 -    message={'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:39.500 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:39.500 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.500 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just saw game! It was funny.', 'author': 'Bob', 'timestamp': '2025-02-04 16:44:19', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 16:44:39.500 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.505 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.505 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.505 | INFO     | __main__:process_message:55 -    message={'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:39.505 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:39.505 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.505 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just found an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 16:44:24', 'category': 'other', 'sentiment': 0.7, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 16:44:39.505 | INFO     | consumers.db_sqlite_case:insert_message:94 - db_path=PosixPath('/home/philip/nwmissouri/buzzline-05-philip/data/buzz.sqlite')
2025-02-04 16:44:39.508 | INFO     | consumers.db_sqlite_case:insert_message:117 - Inserted one message into the database.
2025-02-04 16:44:39.508 | INFO     | __main__:process_message:54 - Called process_message() with:
2025-02-04 16:44:39.508 | INFO     | __main__:process_message:55 -    message={'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-04 16:44:39.508 | INFO     | __main__:process_message:66 - Processed message: {'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-02-04 16:44:39.508 | INFO     | consumers.db_sqlite_case:insert_message:92 - Calling SQLite insert_message() with:
2025-02-04 16:44:39.508 | INFO     | consumers.db_sqlite_case:insert_message:93 - message={'message': 'I just shared JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-04 16:44:29', 'category': 'tech', 'sentiment': 0.55, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
